year,state,ecvotes,dem,rep,other,whig,lib,green,independent,reform,socialist,progressive,prohibition,populist,greenback,amerind,dixiecrat,constitution,southdem,whigwhite,whigwebster,whigamer,freesoil,liberty
1944,Maine,5,140631,155434,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Maryland,8,315490,292949,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Massachusetts,16,1035296,921350,4019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Michigan,19,1106899,1084423,13901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Minnesota,11,589864,527416,8249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Mississippi,9,168479,11601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Missouri,15,807804,761524,3146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Montana,4,112556,93163,1636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Nebraska,6,233246,329880,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Nevada,3,29623,24611,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,New Hampshire,4,119663,109916,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,New Jersey,16,987874,961335,14552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,New Mexico,4,81389,70688,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,New York,47,3304238,2987647,24932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,North Carolina,14,527399,263155,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,North Dakota,4,100144,118535,1492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Ohio,25,1570763,1582293,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Oklahoma,10,401549,319424,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Oregon,6,248635,225365,6147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Pennsylvania,35,1940479,1835054,19260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Rhode Island,4,175356,123487,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,South Carolina,8,90601,4610,8164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,South Dakota,4,96711,135365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Tennessee,12,308707,200311,1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Texas,23,821605,191425,137301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Utah,4,150088,97891,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Vermont,3,53820,71527,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Virginia,11,242276,145243,966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Washington,8,486774,361689,7865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,West Virginia,8,392777,322819,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Wisconsin,12,650413,674532,14207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,Wyoming,3,49419,51921,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,Alabama,11,0,40930,1085,NA,NA,NA,NA,NA,NA,1522,NA,NA,NA,NA,171443,NA,NA,NA,NA,NA,NA,NA
1948,Arizona,4,95251,77597,907,NA,NA,NA,NA,NA,NA,3310,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Arkansas,9,149659,50959,1038,NA,NA,NA,NA,NA,NA,751,NA,NA,NA,NA,40068,NA,NA,NA,NA,NA,NA,NA
1948,California,25,1913134,1895269,21526,NA,NA,NA,NA,NA,NA,190381,NA,NA,NA,NA,1228,NA,NA,NA,NA,NA,NA,NA
1948,Colorado,6,267288,239714,2120,NA,NA,NA,NA,NA,NA,6115,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Connecticut,8,423297,437754,8754,NA,NA,NA,NA,NA,NA,13713,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Delaware,3,67813,69588,622,NA,NA,NA,NA,NA,NA,1050,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Florida,8,281988,194280,0,NA,NA,NA,NA,NA,NA,11620,NA,NA,NA,NA,89755,NA,NA,NA,NA,NA,NA,NA
1948,Georgia,12,254646,76691,736,NA,NA,NA,NA,NA,NA,1636,NA,NA,NA,NA,85055,NA,NA,NA,NA,NA,NA,NA
1948,Idaho,4,107370,101514,960,NA,NA,NA,NA,NA,NA,4972,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Illinois,28,1994715,1961103,28228,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Indiana,13,807833,821079,17653,NA,NA,NA,NA,NA,NA,9649,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Iowa,10,522380,494018,9749,NA,NA,NA,NA,NA,NA,12125,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Kansas,8,351902,423039,9275,NA,NA,NA,NA,NA,NA,4603,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Kentucky,11,466756,341210,2714,NA,NA,NA,NA,NA,NA,1567,NA,NA,NA,NA,10411,NA,NA,NA,NA,NA,NA,NA
1948,Louisiana,10,136344,72657,10,NA,NA,NA,NA,NA,NA,3035,NA,NA,NA,NA,204290,NA,NA,NA,NA,NA,NA,NA
1948,Maine,5,111916,150234,755,NA,NA,NA,NA,NA,NA,1884,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Maryland,8,286521,294814,2941,NA,NA,NA,NA,NA,NA,9983,NA,NA,NA,NA,2476,NA,NA,NA,NA,NA,NA,NA
1948,Massachusetts,16,1151788,909370,7831,NA,NA,NA,NA,NA,NA,38157,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Michigan,19,1003448,1038595,21051,NA,NA,NA,NA,NA,NA,46515,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Minnesota,11,692966,483617,7777,NA,NA,NA,NA,NA,NA,27866,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Mississippi,9,19384,5043,0,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,167538,NA,NA,NA,NA,NA,NA,NA
1948,Missouri,15,917315,655039,2234,NA,NA,NA,NA,NA,NA,3998,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
1948,Montana,4,119071,96770,1124,NA,NA,NA,NA,NA,NA,7313,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Nebraska,6,224165,264774,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Nevada,3,31291,29357,0,NA,NA,NA,NA,NA,NA,1469,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,New Hampshire,4,107995,121299,169,NA,NA,NA,NA,NA,NA,1970,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
1948,New Jersey,16,895455,981124,30293,NA,NA,NA,NA,NA,NA,42683,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,New Mexico,4,105464,80303,259,NA,NA,NA,NA,NA,NA,1037,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,New York,47,2780204,2841163,47560,NA,NA,NA,NA,NA,NA,509559,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
1948,North Carolina,14,459070,258572,0,NA,NA,NA,NA,NA,NA,3915,NA,NA,NA,NA,69652,NA,NA,NA,NA,NA,NA,NA
1948,North Dakota,4,95812,115139,1000,NA,NA,NA,NA,NA,NA,8391,NA,NA,NA,NA,374,NA,NA,NA,NA,NA,NA,NA
1948,Ohio,25,1452791,1445684,0,NA,NA,NA,NA,NA,NA,37596,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Oklahoma,10,452782,268817,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Oregon,6,243147,260904,5051,NA,NA,NA,NA,NA,NA,14978,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Pennsylvania,35,1752426,1902197,25364,NA,NA,NA,NA,NA,NA,55161,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Rhode Island,4,188736,135787,560,NA,NA,NA,NA,NA,NA,2619,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,South Carolina,8,34423,5386,1,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,102607,NA,NA,NA,NA,NA,NA,NA
1948,South Dakota,4,117653,129651,0,NA,NA,NA,NA,NA,NA,2801,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Tennessee,12,270402,202914,1288,NA,NA,NA,NA,NA,NA,1864,NA,NA,NA,NA,73815,NA,NA,NA,NA,NA,NA,NA
1948,Texas,23,824235,303467,4179,NA,NA,NA,NA,NA,NA,3920,NA,NA,NA,NA,113776,NA,NA,NA,NA,NA,NA,NA
1948,Utah,4,149151,124402,73,NA,NA,NA,NA,NA,NA,2679,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Vermont,3,45557,75926,620,NA,NA,NA,NA,NA,NA,1279,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Virginia,11,200786,172070,960,NA,NA,NA,NA,NA,NA,2047,NA,NA,NA,NA,43393,NA,NA,NA,NA,NA,NA,NA
1948,Washington,8,476165,386315,10887,NA,NA,NA,NA,NA,NA,31692,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,West Virginia,8,429188,316251,0,NA,NA,NA,NA,NA,NA,3311,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Wisconsin,12,647310,590959,13249,NA,NA,NA,NA,NA,NA,25282,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1948,Wyoming,3,52354,47947,193,NA,NA,NA,NA,NA,NA,931,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1952,Alabama,11,275075,149231,1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Arizona,4,108528,152042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Arkansas,8,226300,177155,1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,California,32,2257646,3035587,48370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Colorado,6,245504,379782,4817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Connecticut,8,481649,611012,4250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Delaware,3,83315,90059,651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Florida,10,444950,544036,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Georgia,12,456823,198979,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Idaho,4,95081,180707,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Illinois,27,2013920,2457327,9811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Indiana,13,801530,1136259,17536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Iowa,10,451513,808906,8354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Kansas,8,273296,616302,6568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Kentucky,10,495729,495029,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Louisiana,10,345027,306925,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Maine,5,118806,232353,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Maryland,9,395337,499424,7313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Massachusetts,16,1083525,1292325,7548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Michigan,20,1230657,1551529,16406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Minnesota,11,608458,763211,7814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Mississippi,8,172566,112966,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Missouri,13,929830,959429,2803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Montana,4,106213,157394,1430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Nebraska,6,188057,421603,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Nevada,3,31688,50502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,New Hampshire,4,106663,166287,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,New Jersey,16,1015902,1374613,29039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,New Mexico,4,105661,132170,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,New York,45,3104601,3952815,70825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,North Carolina,14,652803,558107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,North Dakota,4,76694,191712,1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Ohio,25,1600367,2100391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Oklahoma,8,430939,518045,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Oregon,6,270579,420815,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Pennsylvania,32,2146269,2415789,18911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Rhode Island,4,203293,210935,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,South Carolina,8,173004,168082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,South Dakota,4,90426,203857,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Tennessee,11,443710,446147,2696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Texas,24,969228,1102878,3840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Utah,4,135364,194190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Vermont,3,43355,109717,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Virginia,12,268677,349037,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Washington,9,492845,599107,10756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,West Virginia,8,453578,419970,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Wisconsin,12,622175,979744,5451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,Wyoming,3,47934,81047,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Alabama,11,280844,195694,20333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Arizona,4,112880,176990,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Arkansas,8,213277,186287,7008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,California,32,2420135,3027668,18552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Colorado,6,263997,394479,4598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Connecticut,8,405079,711837,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Delaware,3,79421,98057,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Florida,10,480371,643849,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Georgia,12,441094,216652,5734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Idaho,4,105868,166979,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Illinois,27,1775682,2623327,8398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Indiana,13,783908,1182811,7888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Iowa,10,501858,729187,3519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Kansas,8,296317,566878,3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Kentucky,10,476453,572192,5160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Louisiana,10,243977,329047,44520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Maine,5,102468,249238,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Maryland,9,372613,559738,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Massachusetts,16,948190,1393197,7119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Michigan,20,1359898,1713647,6923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Minnesota,11,617525,719302,3178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Mississippi,8,144498,60685,42966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Missouri,13,918273,914289,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Montana,4,116238,154933,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Nebraska,6,199029,378108,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Nevada,3,40640,56049,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,New Hampshire,4,90364,176519,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,New Jersey,16,850337,1606942,27033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,New Mexico,4,106098,146788,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,New York,45,2750769,4340340,2227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,North Carolina,14,590530,575062,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,North Dakota,4,96742,156766,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Ohio,25,1439655,2262610,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Oklahoma,8,385581,473769,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Oregon,6,329204,406393,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Pennsylvania,32,1981769,2585252,9482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Rhode Island,4,161790,225819,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,South Carolina,8,136372,75700,88511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,South Dakota,4,122288,171569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Tennessee,11,456507,462288,20609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Texas,24,859958,1080619,14968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Utah,4,118364,215631,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Vermont,3,42549,110390,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Virginia,12,267760,386459,43759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Washington,9,523002,620430,7457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,West Virginia,8,381534,449297,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Wisconsin,12,586768,954844,8946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,Wyoming,3,49554,74573,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,Alabama,11,318303,237981,8189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,Alaska,3,29809,30953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,Arizona,4,176781,221241,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,Arkansas,8,215049,184508,28952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,California,32,3224099,3259722,22757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,Colorado,6,330629,402242,3375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
