st,district,year,rep,dem,other,total
NY,17,2004,73896,149727,584,224207
NY,18,2004,119981,164342,0,284323
NY,19,2004,162960,137432,2097,302489
NY,20,2004,170307,145289,2635,318231
NY,21,2004,133016,169693,5182,307891
NY,22,2004,127253,151890,3629,282772
NY,23,2004,134174,123216,4810,262200
NY,24,2004,147509,130568,2367,280444
NY,25,2004,150098,158063,5935,314096
NY,26,2004,176235,137543,4384,318162
NY,27,2004,132416,158433,6709,297558
NY,28,2004,92627,162319,4581,259527
NY,29,2004,171317,127481,4660,303458
NC,1,2004,94738,128129,554,223421
NC,2,2004,128220,107912,777,236909
NC,3,2004,169674,79936,839,250449
NC,4,2004,154743,193126,1833,349702
NC,5,2004,191034,95811,1140,287985
NC,6,2004,200942,87295,1202,289439
NC,7,2004,141459,110589,858,252906
NC,8,2004,126041,105248,815,232104
NC,9,2004,193419,110769,1134,305322
NC,10,2004,169484,82965,1043,253492
NC,11,2004,169872,126979,1747,298598
NC,12,2004,88955,149940,871,239766
NC,13,2004,132581,147144,1180,280905
ND,1,2004,196651,111052,5121,312824
OH,1,2004,152441,149180,0,301621
OH,2,2004,211489,119139,476,331104
OH,3,2004,178323,148978,134,327435
OH,4,2004,193875,102332,1384,297591
OH,5,2004,188935,119308,1558,309801
OH,6,2004,153983,149080,938,304001
OH,7,2004,176365,132124,1306,309795
OH,8,2004,199265,109374,439,309078
OH,9,2004,129825,181889,133,311847
OH,10,2004,125102,175149,1363,301614
OH,11,2004,52372,237469,1943,291784
OH,12,2004,178080,171881,263,350224
OH,13,2004,140908,177472,230,318610
OH,14,2004,178510,159929,1190,339629
OH,15,2004,154105,151869,174,306148
OH,16,2004,171561,146066,1085,318712
OH,17,2004,111663,188531,0,300194
OH,18,2004,163121,121495,1216,285832
OK,1,2004,206744,109486,0,316230
OK,2,2004,166826,114113,0,280939
OK,3,2004,209598,82670,0,292268
OK,4,2004,194977,96100,0,291077
OK,5,2004,181644,101595,0,283239
OR,1,2004,161738,200489,4507,366734
OR,2,2004,218288,135560,4895,358743
OR,3,2004,118442,242075,568,361085
OR,4,2004,187292,188479,5801,381572
OR,5,2004,181070,176558,4058,361686
PA,1,2004,41509,227327,531,269367
PA,2,2004,37811,266174,759,304744
PA,3,2004,152473,133764,861,287098
PA,4,2004,179855,149070,1255,330180
PA,5,2004,165343,105295,1031,271669
PA,6,2004,156634,167431,1064,325129
PA,7,2004,163095,184392,233,347720
PA,8,2004,165239,177008,1997,344244
PA,9,2004,183717,89208,646,273571
PA,10,2004,170880,112923,1196,284999
PA,11,2004,127866,143205,843,271914
PA,12,2004,133088,141046,119,274253
PA,13,2004,140900,182552,1345,324797
PA,14,2004,88316,205636,2325,296277
PA,15,2004,150213,150939,1404,302556
PA,16,2004,182856,113193,1472,297521
PA,17,2004,172343,124141,1768,298252
PA,18,2004,183210,154079,1275,338564
PA,19,2004,198192,110274,1515,309981
RI,1,2004,77480,131245,3900,212625
RI,2,2004,91566,128515,4428,224509
SC,1,2004,172836,109790,1353,283979
SC,2,2004,174340,114253,1604,290197
SC,3,2004,169283,86947,1986,258216
SC,4,2004,181255,94760,3232,279247
SC,5,2004,143001,104850,2471,250322
SC,6,2004,97248,151061,482,248791
SD,1,2004,232584,149244,6387,388215
TN,1,2004,172079,79507,1800,253386
TN,2,2004,185450,100032,2377,287859
TN,3,2004,163612,102390,2063,268065
TN,4,2004,154457,109802,1935,266194
TN,5,2004,129455,140874,1994,272323
TN,6,2004,167372,111203,1721,280296
TN,7,2004,206410,104792,2216,313418
TN,8,2004,131524,116327,1423,249274
TN,9,2004,74020,171547,899,246466
TX,1,2004,178409,78609,0,257018
TX,2,2004,160365,92842,0,253207
TX,3,2004,174711,86718,0,261429
TX,4,2004,192926,81269,0,274195
TX,5,2004,160240,77952,0,238192
TX,6,2004,173476,87454,0,260930
TX,7,2004,179456,99422,0,278878
TX,8,2004,194696,73946,0,268642
TX,9,2004,48052,112065,0,160117
TX,10,2004,177555,109287,0,286842
TX,11,2004,188929,52174,0,241103
TX,12,2004,162192,79862,0,242054
TX,13,2004,183375,52431,0,235806
TX,14,2004,169480,82792,0,252272
TX,15,2004,95086,77998,0,173084
TX,16,2004,71454,92792,0,164246
TX,17,2004,172355,74358,0,246713
TX,18,2004,48753,125155,0,173908
TX,19,2004,181516,52800,0,234316
TX,20,2004,78757,96539,0,175296
TX,21,2004,210121,137096,0,347217
TX,22,2004,177378,98180,0,275558
TX,23,2004,163389,89874,0,253263
TX,24,2004,161864,86786,0,248650
TX,25,2004,59814,101989,0,161803
TX,26,2004,181989,99633,0,281622
TX,27,2004,99087,81201,0,180288
TX,28,2004,97183,87811,0,184994
TX,29,2004,47734,59897,0,107631
TX,30,2004,45148,136116,0,181264
TX,31,2004,170234,85574,0,255808
TX,32,2004,120970,81846,0,202816
UT,1,2004,220869,75728,6824,303421
UT,2,2004,227668,108286,8434,344388
UT,3,2004,215205,57185,6689,279079
VT,1,2004,121180,184067,7062,312309
VA,1,2004,188417,122771,2255,313443
VA,2,2004,141097,101576,1896,244569
VA,3,2004,79302,158561,1517,239380
VA,4,2004,166689,125164,1713,293566
VA,5,2004,158568,121960,3097,283625
VA,6,2004,177133,100561,2883,280577
VA,7,2004,204273,128166,2148,334587
VA,8,2004,104298,189525,2782,296605
VA,9,2004,153868,101662,3078,258608
VA,10,2004,182210,145741,2736,330687
VA,11,2004,161104,159055,2561,322720
WA,1,2004,143146,189566,4414,337126
WA,2,2004,156632,169420,5904,331956
WA,3,2004,164643,158503,5301,328447
WA,4,2004,160310,90083,3716,254109
WA,5,2004,177311,127162,5705,310178
WA,6,2004,137891,163145,5365,306401
WA,7,2004,70167,288161,5436,363764
WA,8,2004,168291,177601,4273,350165
WA,9,2004,126428,146494,3867,276789
WV,1,2004,150052,107904,2062,260018
WV,2,2004,151019,112418,1738,265175
WV,3,2004,122707,106219,1668,230594
WI,1,2004,197970,170371,1618,369959
WI,2,2004,151024,250151,3303,404478
WI,3,2004,178367,192297,3656,374320
WI,4,2004,94090,219636,0,313726
WI,5,2004,265537,151968,1006,418511
WI,6,2004,208931,157212,3747,369890
WI,7,2004,179963,185076,3987,369026
WI,8,2004,202238,162793,2738,367769
WY,1,2004,167629,70776,5023,243428
AL,1,2008,185579,116904,,302483
AL,2,2008,182618,107669,,290287
AL,3,2008,161154,124973,,286127
AL,4,2008,205362,60207,,265569
AL,5,2008,190225,117838,,308063
AL,6,2008,268791,78150,,346941
AL,7,2008,72801,207732,,280533
AK,1,2008,193841,123594,,317435
AZ,1,2008,157160,127790,,284950
AZ,2,2008,220667,138275,,358942
AZ,3,2008,162724,121996,,284720
AZ,4,2008,43610,86815,,130425
AZ,5,2008,153736,140287,,294023
AZ,6,2008,220718,135178,,355896
AZ,7,2008,89725,123202,,212927
AZ,8,2008,181771,161164,,342935
AR,1,2008,145340,95102,,240442
AR,2,2008,161540,131891,,293431
AR,3,2008,185055,96485,,281540
AR,4,2008,146082,98832,,244914
CA,1,2008,96530,199835,,296365
CA,2,2008,161636,125291,,286927
CA,3,2008,164025,165617,,329642
CA,4,2008,206385,167604,,373989
CA,5,2008,67625,165776,,233401
CA,6,2008,73345,253087,,326432
CA,7,2008,66272,179037,,245309
CA,8,2008,38665,266210,,304875
CA,9,2008,29186,260662,,289848
CA,10,2008,104628,204138,,308766
CA,11,2008,139863,169183,,309046
CA,12,2008,69029,214850,,283879
CA,13,2008,56299,175838,,232137
CA,14,2008,72707,213671,,286378
CA,15,2008,75753,174571,,250324
CA,16,2008,63975,154324,,218299
CA,17,2008,61163,171180,,232343
CA,18,2008,68629,104299,,172928
CA,19,2008,141013,124533,,265546
CA,20,2008,50146,77158,,127304
CA,21,2008,125347,93578,,218925
CA,22,2008,172792,110910,,283702
CA,23,2008,85261,172348,,257609
CA,24,2008,151678,160738,,312416
CA,25,2008,131201,134222,,265423
CA,26,2008,137329,149249,,286578
CA,27,2008,75286,157100,,232386
CA,28,2008,42815,147958,,190773
CA,29,2008,71860,159947,,231807
CA,30,2008,95869,242022,,337891
CA,31,2008,25441,113941,,139382
CA,32,2008,52356,119726,,172082
CA,33,2008,27672,205470,,233142
CA,34,2008,33056,106695,,139751
CA,35,2008,27789,165761,,193550
CA,36,2008,92105,176924,,269029
CA,37,2008,36940,157219,,194159
CA,38,2008,48599,130092,,178691
CA,39,2008,63680,128579,,192259
CA,40,2008,125066,114025,,239091
CA,41,2008,147982,119255,,267237
CA,42,2008,152256,128474,,280730
CA,43,2008,49594,112020,,161614
CA,44,2008,131003,133535,,264538
CA,45,2008,129664,142305,,271969
CA,46,2008,150937,145393,,296330
CA,47,2008,48461,77144,,125605
CA,48,2008,160584,163063,,323647
CA,49,2008,137739,117283,,255022
CA,50,2008,158845,172962,,331807
CA,51,2008,76438,135960,,212398
CA,52,2008,161332,135848,,297180
CA,53,2008,77930,177863,,255793
CO,1,2008,72573,222009,,294582
CO,2,2008,125048,235165,,360213
CO,3,2008,170852,162254,,333106
CO,4,2008,171981,169113,,341094
CO,5,2008,189498,129095,,318593
CO,6,2008,229791,202122,,431913
CO,7,2008,113848,168819,,282667
CT,1,2008,108572,218794,,327366
CT,2,2008,139945,204220,,344165
CT,3,2008,117114,201741,,318855
CT,4,2008,126819,190996,,317815
CT,5,2008,136978,182021,,318999
DE,1,2008,152374,255459,,407833
FL,1,2008,234257,112726,,346983
FL,2,2008,199661,163872,,363533
FL,3,2008,69099,190646,,259745
FL,4,2008,229996,136777,,366773
FL,5,2008,255714,197613,,453327
FL,6,2008,226985,170173,,397158
FL,7,2008,218858,187417,,406275
FL,8,2008,165043,181151,,346194
FL,9,2008,190344,169897,,360241
FL,10,2008,150962,164148,,315110
FL,11,2008,89410,179523,,268933
FL,12,2008,168501,164732,,333233
FL,13,2008,199585,178349,,377934
FL,14,2008,226818,168404,,395222
FL,15,2008,199604,185314,,384918
FL,16,2008,192453,175031,,367484
FL,17,2008,29723,209758,,239481
FL,18,2008,123570,129145,,252715
FL,19,2008,115719,223144,,338863
FL,20,2008,106455,187054,,293509
FL,21,2008,127084,121805,,248889
FL,22,2008,162076,175895,,337971
FL,23,2008,39530,194396,,233926
FL,24,2008,193808,186825,,380633
FL,25,2008,130062,127910,,257972
GA,1,2008,166138,95451,,261589
GA,2,2008,108818,131408,,240226
GA,3,2008,233197,125087,,358284
GA,4,2008,55378,219046,,274424
GA,5,2008,57213,231893,,289106
GA,6,2008,226456,120093,,346549
GA,7,2008,211493,139259,,350752
GA,8,2008,161027,123712,,284739
GA,9,2008,227063,70718,,297781
GA,10,2008,191401,113210,,304611
GA,11,2008,207298,102493,,309791
GA,12,2008,116072,145107,,261179
GA,13,2008,87228,226700,,313928
HI,1,2008,61116,152990,,214106
HI,2,2008,59450,172881,,232331
ID,1,2008,220787,128134,,348921
ID,2,2008,182225,108306,,290531
IL,1,2008,37472,251102,,288574
IL,2,2008,28748,262750,,291498
IL,3,2008,86406,158161,,244567
IL,4,2008,19777,126399,,146176
IL,5,2008,63733,181458,,245191
IL,6,2008,115339,152127,,267466
IL,7,2008,34481,260925,,295406
IL,8,2008,130384,170333,,300717
IL,9,2008,69081,189497,,258578
IL,10,2008,114035,181071,,295106
IL,11,2008,148600,175808,,324408
IL,12,2008,131443,170391,,301834
IL,13,2008,156695,191306,,348001
IL,14,2008,145345,181329,,326674
IL,15,2008,152222,143965,,296187
IL,16,2008,145795,168503,,314298
IL,17,2008,118163,160104,,278267
IL,18,2008,156898,151687,,308585
IL,19,2008,176342,142316,,318658
IN,1,2008,111895,184871,,296766
IN,2,2008,126796,153363,,280159
IN,3,2008,162147,123558,,285705
IN,4,2008,185843,142930,,328773
IN,5,2008,218973,149752,,368725
IN,6,2008,151601,133461,,285062
IN,7,2008,76530,191381,,267911
IN,8,2008,151570,140063,,291633
IN,9,2008,160248,154629,,314877
IA,1,2008,122629,175394,,298023
IA,2,2008,122395,190973,,313368
IA,3,2008,143771,173932,,317703
IA,4,2008,142396,166104,,308500
IA,5,2008,151188,122537,,273725
KS,1,2008,184501,79638,,264139
KS,2,2008,170885,134747,,305632
KS,3,2008,177564,186962,,364526
KS,4,2008,166674,113412,,280086
KY,1,2008,176807,104626,,281433
KY,2,2008,188955,118700,,307655
KY,3,2008,150552,193260,,343812
KY,4,2008,189008,118773,,307781
KY,5,2008,162614,75815,,238429
KY,6,2008,180526,140811,,321337
LA,1,2008,222090,79326,,301416
LA,2,2008,46666,150191,,196857
LA,3,2008,167046,101427,,268473
LA,4,2008,162198,108273,,270471
LA,5,2008,177344,106026,,283370
LA,6,2008,184355,132627,,316982
LA,7,2008,188576,105118,,293694
ME,1,2008,144604,232145,,376749
ME,2,2008,150669,189778,,340447
MD,1,2008,216896,148029,,364925
MD,2,2008,111909,176198,,288107
MD,3,2008,128342,194575,,322917
MD,4,2008,44996,267790,,312786
MD,5,2008,118547,233930,,352477
MD,6,2008,200652,139421,,340073
MD,7,2008,60134,234123,,294257
MD,8,2008,78223,234927,,313150
MA,1,2008,102645,196565,,299210
MA,2,2008,117742,179466,,297208
MA,3,2008,117862,175951,,293813
MA,4,2008,107758,198079,,305837
MA,5,2008,117877,176547,,294424
MA,6,2008,136116,192995,,329111
MA,7,2008,99062,193130,,292192
MA,8,2008,33104,205113,,238217
MA,9,2008,120394,188887,,309281
MA,10,2008,156294,197365,,353659
MI,1,2008,160142,166185,,326327
MI,2,2008,179427,167607,,347034
MI,3,2008,171255,169183,,340438
MI,4,2008,163855,170251,,334106
MI,5,2008,112965,207522,,320487
MI,6,2008,145045,177497,,322542
MI,7,2008,154222,171566,,325788
MI,8,2008,172344,198206,,370550
MI,9,2008,155193,202341,,357534
MI,10,2008,179768,173920,,353688
MI,11,2008,164043,197791,,361834
MI,12,2008,108752,212850,,321602
MI,13,2008,36712,195150,,231862
MI,14,2008,33872,236521,,270393
MI,15,2008,111041,225993,,337034
MN,1,2008,158967,173884,,332851
MN,2,2008,198960,193213,,392173
MN,3,2008,175728,200240,,375968
MN,4,2008,113600,217984,,331584
MN,5,2008,81757,254796,,336553
MN,6,2008,219936,183950,,403886
MN,7,2008,162941,154140,,317081
MN,8,2008,163520,195147,,358667
MS,1,2008,213479,129940,,343419
MS,2,2008,99548,196444,,295992
MS,3,2008,213025,134878,,347903
MS,4,2008,198545,93399,,291944
MO,1,2008,59910,246448,,306358
MO,2,2008,215450,172169,,387619
MO,3,2008,124536,189727,,314263
MO,4,2008,187394,117978,,305372
MO,5,2008,114030,201337,,315367
MO,6,2008,180517,150101,,330618
MO,7,2008,208231,116660,,324891
MO,8,2008,174538,102739,,277277
MO,9,2008,181181,144729,,325910
MT,1,2008,242763,231667,,474430
NE,1,2008,148179,121411,,269590
NE,2,2008,135439,138809,,274248
NE,3,2008,169361,73099,,242460
NV,1,2008,85193,158367,,243560
NV,2,2008,167920,167831,,335751
NV,3,2008,159624,207439,,367063
NH,1,2008,164403,186370,,350773
NH,2,2008,152131,198456,,350587
NJ,1,2008,103994,198194,,302188
NJ,2,2008,137440,165982,,303422
NJ,3,2008,162335,180999,,343334
NJ,4,2008,172987,154256,,327243
NJ,5,2008,179801,152544,,332345
NJ,6,2008,104932,165261,,270193
NJ,7,2008,159529,161497,,321026
NJ,8,2008,91690,163359,,255049
NJ,9,2008,99129,158911,,258040
NJ,10,2008,30395,208070,,238465
NJ,11,2008,182731,154076,,336807
NJ,12,2008,136374,194988,,331362
NJ,13,2008,50525,154219,,204744
NM,1,2008,118972,180790,,299762
NM,2,2008,118063,114928,,232991
NM,3,2008,109797,176704,,286501
NY,1,2008,153419,165805,,319224
NY,2,2008,125978,164106,,290084
NY,3,2008,164682,149995,,314677
NY,4,2008,122166,171346,,293512
NY,5,2008,73125,128158,,201283
NY,6,2008,22302,185890,,208192
NY,7,2008,38170,148242,,186412
NY,8,2008,63769,184682,,248451
NY,9,2008,88307,111237,,199544
NY,10,2008,19677,205929,,225606
NY,11,2008,20709,206656,,227365
NY,12,2008,23504,154394,,177898
NY,13,2008,112491,108439,,220930
NY,14,2008,56946,212802,,269748
NY,15,2008,14954,226049,,241003
NY,16,2008,8437,158671,,167108
NY,17,2008,66027,172479,,238506
NY,18,2008,112214,184182,,296396
NY,19,2008,153424,160645,,314069
NY,20,2008,157879,167827,,325706
NY,21,2008,123378,179322,,302700
NY,22,2008,112669,170379,,283048
NY,23,2008,119944,133367,,253311
NY,24,2008,133277,139832,,273109
NY,25,2008,135941,177800,,313741
NY,26,2008,166862,148577,,315439
NY,27,2008,127249,156635,,283884
NY,28,2008,81517,184209,,265726
NY,29,2008,153487,146758,,300245
NC,1,2008,103679,179431,,283110
NC,2,2008,141448,158878,,300326
NC,3,2008,193564,117365,,310929
NC,4,2008,162591,267368,,429959
NC,5,2008,200520,126178,,326698
NC,6,2008,212548,120805,,333353
NC,7,2008,165960,151172,,317132
NC,8,2008,135607,151707,,287314
NC,9,2008,215045,174265,,389310
NC,10,2008,192076,108546,,300622
NC,11,2008,178875,159839,,338714
NC,12,2008,88958,220586,,309544
NC,13,2008,137599,206520,,344119
ND,1,2008,168601,141278,,309879
OH,1,2008,134715,165843,,300558
OH,2,2008,201215,137804,,339019
OH,3,2008,170431,156611,,327042
OH,4,2008,180255,114956,,295211
OH,5,2008,165762,141321,,307083
OH,6,2008,150850,142846,,293696
OH,7,2008,172647,143778,,316425
OH,8,2008,191639,119834,,311473
OH,9,2008,113800,195240,,309040
OH,10,2008,115025,174598,,289623
OH,11,2008,41601,245341,,286942
OH,12,2008,171448,209237,,380685
OH,13,2008,137374,185742,,323116
OH,14,2008,169495,168753,,338248
OH,15,2008,143468,173526,,316994
OH,16,2008,160914,152509,,313423
OH,17,2008,106337,183083,,289420
OH,18,2008,150461,128058,,278519
OK,1,2008,205482,114174,,319656
OK,2,2008,174230,91760,,265990
OK,3,2008,210074,78426,,288500
OK,4,2008,200353,101115,,301468
OK,5,2008,170027,117019,,287046
OR,1,2008,135975,228817,,364792
OR,2,2008,193002,154848,,347850
OR,3,2008,93934,260156,,354090
OR,4,2008,161079,201143,,362222
OR,5,2008,154485,192327,,346812
PA,1,2008,34276,256940,,291216
PA,2,2008,31584,298834,,330418
PA,3,2008,143433,143416,,286849
PA,4,2008,185052,149661,,334713
PA,5,2008,153015,123485,,276500
PA,6,2008,147207,206593,,353800
PA,7,2008,157367,203407,,360774
PA,8,2008,160695,192570,,353265
PA,9,2008,176023,98430,,274453
PA,10,2008,155438,131168,,286606
PA,11,2008,121916,164646,,286562
PA,12,2008,133543,132670,,266213
PA,13,2008,133740,192968,,326708
PA,14,2008,86703,209749,,296452
PA,15,2008,139396,179589,,318985
PA,16,2008,161844,150341,,312185
PA,17,2008,158374,147634,,306008
PA,18,2008,187911,151182,,339093
PA,19,2008,187857,142398,,330255
RI,1,2008,75806,148176,,223982
RI,2,2008,89586,148394,,237980
SC,1,2008,196996,148218,,345214
SC,2,2008,189874,158055,,347929
SC,3,2008,188692,103804,,292496
SC,4,2008,190004,119246,,309250
SC,5,2008,166948,145036,,311984
SC,6,2008,102387,188098,,290485
SD,1,2008,203054,170924,,373978
TN,1,2008,181898,75528,,257426
TN,2,2008,195423,104004,,299427
TN,3,2008,174696,103767,,278463
TN,4,2008,173022,93483,,266505
TN,5,2008,127394,166867,,294261
TN,6,2008,189726,112584,,302310
TN,7,2008,233645,119046,,352691
TN,8,2008,146739,112243,,258982
TN,9,2008,56635,199915,,256550
TX,1,2008,184560,81749,,266309
TX,2,2008,159165,105745,,264910
TX,3,2008,171119,124027,,295146
TX,4,2008,213967,93439,,307406
TX,5,2008,158356,90135,,248491
TX,6,2008,172061,114133,,286194
TX,7,2008,173162,121472,,294634
TX,8,2008,215845,74695,,290540
TX,9,2008,40240,137619,,177859
TX,10,2008,187496,150713,,338209
TX,11,2008,185350,58323,,243673
TX,12,2008,171408,99083,,270491
TX,13,2008,181456,53837,,235293
TX,14,2008,177370,88532,,265902
TX,15,2008,67650,101566,,169216
TX,16,2008,60306,118219,,178525
TX,17,2008,172821,82326,,255147
TX,18,2008,43292,150973,,194265
TX,19,2008,171023,65034,,236057
TX,20,2008,64886,115739,,180625
TX,21,2008,215006,148477,,363483
TX,22,2008,183172,129414,,312586
TX,23,2008,118324,124936,,243260
TX,24,2008,153758,124128,,277886
TX,25,2008,117845,176935,,294780
TX,26,2008,193163,137622,,330785
TX,27,2008,84366,97830,,182196
TX,28,2008,80741,103458,,184199
TX,29,2008,40884,66808,,107692
TX,30,2008,37465,170826,,208291
TX,31,2008,172570,124608,,297178
TX,32,2008,110397,96203,,206600
UT,1,2008,197433,103737,,301170
UT,2,2008,202534,138790,,341324
UT,3,2008,196063,85143,,281206
VT,1,2008,98974,219262,,318236
VA,1,2008,193273,179442,,372715
VA,2,2008,136725,142257,,278982
VA,3,2008,72249,229822,,302071
VA,4,2008,173358,178795,,352153
VA,5,2008,164874,157362,,322236
VA,6,2008,182573,134212,,316785
VA,7,2008,205949,177789,,383738
VA,8,2008,100234,234203,,334437
VA,9,2008,160430,108220,,268650
